gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,PreviousGrade,ExtracurricularActivities,LearningStyle,PersonalityType,MotivationLevel,ComputerUsage,InternetAccess,Friendships,PeerInfluence,ParentalEducation,ParentTeacherMeetings,PhysicalActivity,SleepDuration,AttitudeTowardsSubjects,BehavioralIssues,raisedhands,VisITedResources,AnnouncementsView,Discussion
F,cn,Saudi Arabia,lowerlevel,G-06,C,Science,S,Guardian,No,Bad,Under-7,L,D,Yes,Auditory,Extrovert,Low,High,Yes,Many,Positive,HighSchool,Yes,Active,Insufficient,Negative,No,10,98,0,29
M,ind,USA,highlevel,G-05,D,IT,F,Father,Yes,Bad,Above-7,M,A,Yes,Kinesthetic,Extrovert,Medium,Low,No,None,Neutral,Master,No,Inactive,Adequate,Neutral,Yes,3,84,15,5
M,cn,UK,preschool,G-05,E,Math,F,Mother,Yes,Good,Under-7,M,E,No,Visual,Extrovert,Low,High,No,None,Positive,PhD,No,Active,Insufficient,Neutral,Yes,9,62,10,19
M,us,China,lowerlevel,G-06,D,History,F,Mother,No,Good,Above-7,M,E,Yes,Kinesthetic,Extrovert,Low,High,No,Many,Positive,PhD,No,Active,Adequate,Positive,Yes,100,28,8,13
F,cn,France,highlevel,G-05,C,English,S,Mother,No,Bad,Under-7,L,A,No,Visual,Extrovert,Low,Medium,No,Some,Neutral,Master,Yes,Active,Insufficient,Negative,No,79,8,0,33
F,saudi,USA,middlelevel,G-04,E,IT,S,Mother,Yes,Good,Above-7,M,D,No,Auditory,Extrovert,High,Medium,No,Many,Neutral,HighSchool,Yes,Moderate,Adequate,Negative,Yes,56,56,16,22
F,saudi,USA,middlelevel,G-06,C,Math,F,Father,Yes,Bad,Under-7,H,D,Yes,Visual,Introvert,Low,Low,Yes,Many,Neutral,Master,Yes,Inactive,Insufficient,Positive,Yes,86,77,18,32
F,ind,France,middlelevel,G-06,E,Math,F,Guardian,No,Good,Above-7,L,E,No,Visual,Introvert,Medium,High,No,None,Positive,PhD,Yes,Inactive,Adequate,Negative,Yes,26,86,14,47
M,ind,UK,highlevel,G-04,C,History,F,Father,No,Bad,Under-7,H,A,No,Kinesthetic,Extrovert,High,Medium,No,Many,Neutral,Master,Yes,Moderate,Insufficient,Neutral,No,16,47,7,32
M,fr,China,middlelevel,G-06,D,Science,S,Guardian,No,Good,Above-7,H,D,No,Visual,Introvert,Low,Medium,Yes,Some,Neutral,Master,Yes,Active,Insufficient,Negative,No,83,41,18,15
M,ind,UK,lowerlevel,G-06,E,History,F,Guardian,Yes,Bad,Under-7,L,A,No,Visual,Introvert,Low,Medium,No,None,Neutral,PhD,Yes,Active,Insufficient,Negative,No,84,72,16,17
M,cn,France,preschool,G-06,B,English,F,Father,Yes,Good,Above-7,H,E,No,Kinesthetic,Extrovert,Medium,Low,Yes,Many,Neutral,Master,Yes,Inactive,Adequate,Negative,Yes,52,35,11,4
F,cn,China,preschool,G-07,C,Science,F,Guardian,Yes,Bad,Under-7,L,B,No,Kinesthetic,Extrovert,Low,Low,No,Some,Neutral,PhD,No,Inactive,Insufficient,Negative,Yes,76,40,10,20
M,cn,China,preschool,G-06,C,Math,F,Father,No,Good,Above-7,M,D,Yes,Visual,Introvert,Medium,Medium,Yes,None,Neutral,Bachelor,Yes,Moderate,Insufficient,Neutral,No,32,27,3,31
F,cn,France,highlevel,G-06,C,History,F,Father,No,Bad,Above-7,H,E,Yes,Auditory,Introvert,Low,Low,Yes,None,Positive,Bachelor,No,Moderate,Insufficient,Positive,No,59,43,11,33
M,cn,India,highlevel,G-04,A,Math,F,Guardian,No,Good,Under-7,M,C,Yes,Auditory,Extrovert,Low,Medium,Yes,Many,Negative,Master,No,Moderate,Insufficient,Negative,No,49,80,7,1
M,cn,China,preschool,G-05,D,IT,F,Guardian,No,Good,Under-7,L,B,No,Kinesthetic,Introvert,High,Low,No,Many,Negative,Bachelor,Yes,Inactive,Adequate,Positive,Yes,74,24,13,1
M,uk,Saudi Arabia,preschool,G-04,E,History,S,Father,Yes,Good,Above-7,H,C,No,Visual,Introvert,Medium,Low,Yes,None,Positive,PhD,Yes,Active,Insufficient,Positive,No,29,84,0,42
F,saudi,France,highlevel,G-05,D,History,S,Father,Yes,Good,Under-7,L,A,No,Auditory,Extrovert,Medium,Medium,No,Some,Positive,Bachelor,Yes,Inactive,Adequate,Neutral,Yes,16,26,20,22
M,fr,UK,lowerlevel,G-07,D,English,S,Guardian,No,Good,Under-7,L,B,No,Auditory,Introvert,Low,Medium,No,None,Negative,Bachelor,Yes,Inactive,Adequate,Negative,Yes,3,39,10,14
F,uk,France,highlevel,G-04,E,Math,S,Mother,No,Bad,Above-7,L,D,No,Auditory,Introvert,Medium,High,No,Many,Neutral,Master,Yes,Inactive,Adequate,Negative,No,98,23,2,46
M,fr,UK,middlelevel,G-04,C,English,F,Father,No,Bad,Under-7,L,D,No,Kinesthetic,Extrovert,Medium,High,Yes,Some,Positive,Master,No,Moderate,Insufficient,Neutral,Yes,64,19,16,23
F,ind,China,middlelevel,G-05,A,History,S,Father,Yes,Good,Under-7,L,E,No,Kinesthetic,Extrovert,Low,Low,Yes,Many,Neutral,PhD,Yes,Active,Adequate,Positive,Yes,55,64,12,8
M,fr,Saudi Arabia,lowerlevel,G-04,A,Science,S,Father,Yes,Good,Under-7,H,E,No,Kinesthetic,Extrovert,Low,Medium,Yes,Some,Positive,Master,Yes,Active,Insufficient,Positive,No,32,68,6,39
F,fr,UK,preschool,G-05,C,Math,S,Mother,Yes,Good,Above-7,M,C,Yes,Visual,Introvert,Medium,Medium,Yes,Some,Positive,PhD,Yes,Inactive,Insufficient,Negative,No,56,34,3,28
M,ind,France,middlelevel,G-06,A,History,F,Guardian,No,Bad,Above-7,H,A,No,Auditory,Extrovert,Low,High,No,Many,Negative,Master,Yes,Moderate,Adequate,Neutral,No,68,67,13,2
M,ind,USA,lowerlevel,G-04,A,IT,S,Father,No,Bad,Under-7,M,B,Yes,Auditory,Extrovert,Medium,High,Yes,Many,Neutral,Master,No,Active,Insufficient,Negative,No,14,88,12,5
F,saudi,USA,preschool,G-05,A,Math,F,Guardian,No,Good,Above-7,M,E,Yes,Kinesthetic,Introvert,High,Medium,Yes,Some,Negative,PhD,No,Active,Insufficient,Positive,Yes,54,54,3,50
M,uk,USA,preschool,G-05,E,IT,F,Father,Yes,Good,Under-7,L,E,Yes,Visual,Extrovert,Medium,Medium,Yes,Many,Positive,PhD,No,Active,Adequate,Positive,Yes,78,64,16,45
M,ind,USA,highlevel,G-05,E,Math,S,Mother,Yes,Bad,Under-7,H,C,No,Kinesthetic,Introvert,Medium,Low,Yes,Many,Positive,PhD,Yes,Active,Adequate,Positive,No,51,28,19,9
M,uk,France,preschool,G-04,E,IT,S,Guardian,No,Bad,Above-7,M,B,Yes,Auditory,Introvert,High,Medium,Yes,None,Negative,Bachelor,No,Inactive,Insufficient,Positive,No,29,96,3,13
F,fr,Saudi Arabia,middlelevel,G-06,E,History,F,Guardian,Yes,Bad,Above-7,L,A,Yes,Visual,Extrovert,High,Low,No,Some,Negative,HighSchool,No,Moderate,Insufficient,Negative,No,58,24,20,22
M,uk,France,lowerlevel,G-06,A,English,S,Mother,Yes,Good,Under-7,L,A,No,Kinesthetic,Extrovert,Medium,High,No,Some,Neutral,PhD,Yes,Moderate,Insufficient,Negative,No,18,81,1,35
F,saudi,China,lowerlevel,G-06,D,IT,F,Mother,Yes,Bad,Under-7,M,C,Yes,Kinesthetic,Extrovert,High,Low,Yes,None,Positive,Bachelor,Yes,Active,Insufficient,Neutral,Yes,51,40,14,20
M,cn,Saudi Arabia,lowerlevel,G-04,E,IT,S,Father,No,Bad,Above-7,L,D,No,Visual,Extrovert,Low,Medium,No,None,Neutral,HighSchool,Yes,Active,Adequate,Positive,No,89,20,4,43
M,fr,Saudi Arabia,middlelevel,G-07,C,History,F,Mother,No,Good,Above-7,H,C,No,Visual,Extrovert,Low,Medium,No,None,Neutral,Bachelor,No,Active,Insufficient,Positive,Yes,83,8,19,15
M,uk,France,preschool,G-06,D,IT,F,Father,Yes,Good,Above-7,M,A,No,Kinesthetic,Introvert,Medium,High,No,Many,Negative,Master,Yes,Moderate,Insufficient,Negative,Yes,79,70,14,37
F,uk,UK,highlevel,G-06,B,History,F,Guardian,Yes,Good,Above-7,H,C,Yes,Kinesthetic,Introvert,Low,Low,No,Some,Negative,Master,Yes,Inactive,Adequate,Negative,No,23,85,16,28
M,ind,India,middlelevel,G-07,D,English,F,Father,Yes,Bad,Above-7,L,C,No,Auditory,Introvert,High,High,No,Many,Neutral,PhD,No,Moderate,Adequate,Positive,No,1,96,20,50
F,cn,China,highlevel,G-04,D,English,S,Guardian,Yes,Bad,Under-7,H,B,No,Auditory,Extrovert,High,Medium,No,Some,Neutral,HighSchool,Yes,Active,Insufficient,Neutral,No,40,92,8,4
F,fr,France,lowerlevel,G-04,E,Math,S,Mother,No,Good,Above-7,L,E,No,Visual,Extrovert,High,High,No,None,Negative,Master,Yes,Inactive,Insufficient,Neutral,Yes,47,77,14,0
F,uk,France,lowerlevel,G-07,B,Science,F,Guardian,Yes,Good,Under-7,M,E,No,Kinesthetic,Introvert,High,High,Yes,None,Negative,Master,Yes,Moderate,Insufficient,Positive,No,24,56,10,39
M,fr,Saudi Arabia,preschool,G-04,B,IT,S,Father,No,Bad,Above-7,M,A,Yes,Visual,Introvert,Low,High,No,Many,Positive,Master,No,Active,Adequate,Negative,No,11,61,16,21
F,saudi,India,lowerlevel,G-07,E,English,F,Father,No,Good,Under-7,L,C,Yes,Kinesthetic,Extrovert,Medium,Low,Yes,Many,Positive,HighSchool,No,Inactive,Insufficient,Positive,No,84,52,3,27
M,uk,UK,preschool,G-04,D,English,F,Mother,No,Bad,Under-7,L,C,Yes,Kinesthetic,Introvert,Low,Medium,No,Some,Negative,Bachelor,Yes,Moderate,Adequate,Neutral,No,83,46,20,30
F,fr,UK,lowerlevel,G-06,D,History,S,Father,Yes,Good,Under-7,H,D,Yes,Kinesthetic,Introvert,Medium,High,Yes,None,Negative,Bachelor,Yes,Moderate,Insufficient,Negative,Yes,34,82,13,6
F,fr,Saudi Arabia,highlevel,G-04,E,Math,S,Father,No,Good,Above-7,H,A,Yes,Kinesthetic,Extrovert,Medium,High,Yes,None,Positive,PhD,Yes,Inactive,Adequate,Neutral,Yes,35,99,20,33
F,ind,Saudi Arabia,lowerlevel,G-04,B,English,S,Mother,No,Good,Under-7,H,C,No,Kinesthetic,Extrovert,Low,Low,Yes,Some,Neutral,HighSchool,Yes,Active,Adequate,Negative,Yes,26,13,9,33
F,fr,India,preschool,G-04,A,Science,S,Guardian,No,Bad,Under-7,M,D,Yes,Auditory,Extrovert,High,Medium,Yes,Some,Positive,PhD,No,Active,Insufficient,Positive,Yes,51,36,10,19
M,saudi,USA,highlevel,G-07,E,English,F,Father,Yes,Good,Under-7,H,D,No,Auditory,Introvert,High,High,No,Some,Positive,Bachelor,No,Inactive,Insufficient,Positive,Yes,30,60,1,9
F,fr,India,highlevel,G-07,E,Science,F,Guardian,No,Good,Above-7,H,B,Yes,Auditory,Introvert,Medium,High,No,Many,Negative,PhD,No,Moderate,Insufficient,Negative,No,91,71,0,12
M,cn,France,lowerlevel,G-05,E,History,S,Mother,No,Good,Above-7,M,A,No,Kinesthetic,Extrovert,Low,Medium,No,None,Positive,Bachelor,Yes,Moderate,Insufficient,Positive,Yes,63,95,2,20
M,saudi,USA,preschool,G-06,E,IT,F,Father,No,Good,Under-7,L,B,Yes,Kinesthetic,Introvert,Low,High,No,None,Positive,PhD,No,Active,Insufficient,Positive,Yes,1,34,16,16
F,ind,India,lowerlevel,G-06,C,IT,F,Guardian,Yes,Bad,Above-7,H,B,Yes,Kinesthetic,Extrovert,Medium,High,No,Many,Positive,PhD,No,Moderate,Adequate,Positive,No,79,20,9,0
M,uk,USA,lowerlevel,G-07,A,History,S,Guardian,No,Bad,Above-7,L,E,No,Visual,Introvert,Medium,Low,Yes,Some,Positive,PhD,No,Inactive,Adequate,Neutral,Yes,98,5,13,48
M,uk,France,lowerlevel,G-07,D,English,F,Guardian,Yes,Good,Above-7,H,E,Yes,Visual,Extrovert,Medium,Medium,Yes,Some,Negative,HighSchool,Yes,Moderate,Adequate,Negative,No,40,24,20,10
M,us,UK,middlelevel,G-04,A,Math,F,Mother,No,Bad,Under-7,L,C,No,Visual,Extrovert,Medium,Medium,No,Many,Neutral,HighSchool,No,Inactive,Adequate,Negative,Yes,40,76,2,50
M,us,UK,preschool,G-04,E,Math,S,Father,No,Bad,Under-7,M,B,Yes,Visual,Extrovert,High,Low,Yes,None,Positive,Master,Yes,Active,Adequate,Neutral,No,25,73,8,28
M,us,India,highlevel,G-05,B,Math,S,Mother,No,Good,Under-7,L,D,No,Kinesthetic,Introvert,High,Low,No,None,Neutral,Bachelor,Yes,Inactive,Insufficient,Neutral,No,55,55,18,50
M,saudi,USA,lowerlevel,G-04,D,Math,S,Father,No,Good,Above-7,M,C,Yes,Auditory,Extrovert,Low,Medium,No,Some,Neutral,HighSchool,No,Inactive,Insufficient,Neutral,No,16,76,19,27
F,cn,India,preschool,G-07,C,English,F,Mother,Yes,Bad,Above-7,L,C,No,Visual,Extrovert,Medium,High,No,Some,Negative,Bachelor,Yes,Inactive,Insufficient,Negative,Yes,45,79,18,2
F,us,USA,highlevel,G-06,A,Science,S,Mother,No,Good,Above-7,L,E,Yes,Kinesthetic,Extrovert,Medium,High,Yes,Some,Neutral,Master,No,Moderate,Adequate,Negative,Yes,70,56,0,5
M,fr,UK,preschool,G-04,B,IT,F,Guardian,Yes,Good,Above-7,H,C,Yes,Auditory,Introvert,Medium,Low,Yes,Many,Positive,HighSchool,No,Inactive,Insufficient,Positive,No,19,73,13,14
F,fr,UK,lowerlevel,G-07,E,Math,S,Father,Yes,Good,Above-7,L,D,Yes,Kinesthetic,Extrovert,Low,Medium,No,Many,Neutral,Bachelor,Yes,Moderate,Insufficient,Negative,No,13,39,5,13
M,us,India,preschool,G-07,D,Science,S,Mother,No,Good,Above-7,L,A,No,Visual,Extrovert,Low,Medium,No,None,Negative,HighSchool,No,Active,Insufficient,Negative,No,90,43,4,7
M,saudi,UK,preschool,G-05,B,History,S,Mother,No,Good,Above-7,L,D,No,Kinesthetic,Extrovert,Low,High,Yes,Many,Neutral,Master,No,Inactive,Adequate,Positive,Yes,84,69,19,48
F,uk,India,highlevel,G-05,B,Math,S,Father,Yes,Good,Under-7,M,D,No,Visual,Introvert,High,High,Yes,Many,Positive,Bachelor,Yes,Active,Adequate,Positive,No,33,6,5,11
F,ind,China,preschool,G-07,B,IT,S,Father,No,Bad,Under-7,H,B,No,Visual,Extrovert,Low,Low,Yes,Many,Negative,PhD,Yes,Active,Insufficient,Positive,Yes,87,11,17,13
F,us,Saudi Arabia,preschool,G-04,E,IT,F,Father,No,Good,Above-7,M,E,No,Auditory,Introvert,Low,High,No,Some,Positive,Master,Yes,Active,Adequate,Negative,No,22,59,6,44
M,ind,Saudi Arabia,lowerlevel,G-07,E,Math,F,Guardian,Yes,Good,Above-7,L,E,Yes,Kinesthetic,Extrovert,High,Low,Yes,None,Neutral,Master,Yes,Moderate,Adequate,Neutral,Yes,30,12,9,14
F,ind,UK,preschool,G-05,C,History,F,Father,No,Bad,Above-7,L,B,Yes,Visual,Introvert,High,Low,No,Many,Positive,Bachelor,Yes,Inactive,Adequate,Neutral,No,1,59,12,12
F,us,France,preschool,G-05,A,IT,F,Mother,No,Good,Under-7,H,B,No,Auditory,Extrovert,Low,Medium,Yes,Many,Negative,HighSchool,Yes,Moderate,Insufficient,Negative,No,4,44,4,1
F,fr,France,preschool,G-05,A,Math,S,Mother,No,Good,Under-7,L,D,Yes,Kinesthetic,Introvert,High,Low,Yes,Some,Negative,PhD,No,Inactive,Insufficient,Neutral,Yes,52,93,0,22
M,fr,France,lowerlevel,G-04,D,English,S,Guardian,No,Good,Under-7,L,C,No,Visual,Introvert,High,Low,No,None,Neutral,Bachelor,No,Active,Adequate,Negative,Yes,40,68,19,17
M,saudi,Saudi Arabia,lowerlevel,G-04,B,Math,S,Guardian,Yes,Good,Above-7,L,D,Yes,Auditory,Extrovert,Low,Medium,No,Some,Neutral,Master,No,Moderate,Insufficient,Positive,Yes,81,27,9,47
M,uk,UK,lowerlevel,G-05,D,English,S,Mother,No,Bad,Above-7,L,E,Yes,Visual,Extrovert,High,Low,No,Some,Negative,Bachelor,No,Active,Adequate,Neutral,No,41,12,0,2
F,uk,Saudi Arabia,highlevel,G-07,C,Math,S,Mother,No,Good,Under-7,M,C,No,Visual,Introvert,High,Medium,No,Some,Positive,Master,Yes,Moderate,Adequate,Neutral,Yes,12,20,5,49
F,fr,France,highlevel,G-04,B,Math,S,Father,No,Bad,Above-7,H,D,Yes,Auditory,Extrovert,High,High,No,Some,Neutral,PhD,No,Inactive,Insufficient,Positive,No,15,79,10,29
M,uk,France,preschool,G-05,E,History,S,Mother,Yes,Good,Under-7,H,E,Yes,Kinesthetic,Extrovert,High,Medium,No,Some,Neutral,PhD,No,Moderate,Adequate,Neutral,No,54,96,14,46
M,fr,UK,lowerlevel,G-07,B,Math,F,Mother,No,Good,Above-7,H,A,No,Kinesthetic,Extrovert,Medium,Low,Yes,Many,Neutral,PhD,No,Moderate,Adequate,Negative,Yes,82,34,4,10
F,saudi,USA,middlelevel,G-06,B,Math,S,Father,No,Good,Under-7,L,B,Yes,Visual,Extrovert,High,Low,Yes,Some,Positive,Bachelor,Yes,Active,Adequate,Positive,Yes,29,95,8,27
M,saudi,USA,lowerlevel,G-05,B,Math,F,Guardian,No,Good,Above-7,M,A,Yes,Kinesthetic,Extrovert,Medium,Medium,Yes,Some,Negative,HighSchool,No,Inactive,Insufficient,Neutral,Yes,22,99,20,35
F,uk,USA,lowerlevel,G-06,D,Math,S,Guardian,No,Good,Under-7,L,D,Yes,Visual,Introvert,High,Low,Yes,Some,Negative,Bachelor,Yes,Inactive,Insufficient,Positive,Yes,69,6,9,34
F,us,UK,middlelevel,G-05,B,History,S,Father,Yes,Bad,Above-7,H,D,Yes,Visual,Introvert,Low,Low,Yes,Some,Positive,PhD,No,Moderate,Adequate,Neutral,Yes,64,91,19,17
F,ind,India,middlelevel,G-07,A,English,S,Mother,No,Good,Above-7,H,C,Yes,Visual,Introvert,Medium,Low,Yes,None,Positive,HighSchool,No,Inactive,Insufficient,Negative,No,86,1,20,46
F,us,Saudi Arabia,lowerlevel,G-07,C,History,F,Guardian,No,Bad,Under-7,L,E,Yes,Auditory,Extrovert,Low,High,Yes,Some,Positive,HighSchool,Yes,Moderate,Insufficient,Positive,No,68,1,5,13
M,ind,Saudi Arabia,middlelevel,G-05,C,Science,F,Guardian,Yes,Good,Under-7,H,D,No,Visual,Extrovert,High,Medium,Yes,None,Negative,Bachelor,No,Moderate,Adequate,Neutral,No,70,3,18,36
F,fr,China,lowerlevel,G-05,D,History,F,Mother,Yes,Good,Above-7,L,D,No,Kinesthetic,Extrovert,Low,Medium,Yes,Many,Neutral,Bachelor,No,Inactive,Adequate,Negative,No,55,12,16,8
F,us,France,highlevel,G-05,B,IT,S,Mother,Yes,Good,Above-7,H,D,Yes,Kinesthetic,Introvert,Low,Medium,Yes,Some,Neutral,HighSchool,No,Active,Insufficient,Negative,No,44,12,20,6
F,cn,China,lowerlevel,G-07,B,Science,F,Mother,Yes,Good,Under-7,M,A,Yes,Kinesthetic,Extrovert,Medium,Low,No,None,Negative,PhD,Yes,Active,Adequate,Negative,No,75,6,4,0
M,cn,Saudi Arabia,preschool,G-07,D,Science,F,Father,Yes,Bad,Above-7,M,A,No,Auditory,Extrovert,Medium,Medium,No,Many,Neutral,PhD,Yes,Inactive,Insufficient,Negative,Yes,8,54,20,50
M,us,China,lowerlevel,G-06,E,History,S,Guardian,No,Bad,Under-7,L,D,Yes,Auditory,Extrovert,Low,High,Yes,None,Positive,PhD,Yes,Inactive,Insufficient,Positive,No,88,33,5,30
M,cn,China,middlelevel,G-06,A,Math,S,Mother,Yes,Good,Above-7,H,A,Yes,Visual,Introvert,High,Low,Yes,Some,Positive,Bachelor,Yes,Moderate,Insufficient,Positive,Yes,33,3,12,21
M,ind,Saudi Arabia,preschool,G-07,B,Math,S,Father,Yes,Good,Under-7,L,B,Yes,Visual,Introvert,High,High,Yes,Many,Positive,HighSchool,Yes,Inactive,Insufficient,Positive,Yes,68,81,3,28
M,uk,UK,middlelevel,G-04,B,English,F,Mother,Yes,Bad,Under-7,L,E,No,Visual,Extrovert,Medium,Medium,No,None,Negative,PhD,No,Active,Insufficient,Negative,Yes,60,7,15,27
F,saudi,China,preschool,G-07,E,Science,S,Mother,No,Bad,Above-7,M,E,No,Kinesthetic,Introvert,Low,Medium,Yes,Some,Positive,HighSchool,No,Moderate,Insufficient,Neutral,No,74,70,17,38
M,us,India,highlevel,G-06,A,English,S,Mother,No,Good,Above-7,M,C,No,Visual,Extrovert,Medium,High,Yes,None,Neutral,Bachelor,Yes,Active,Adequate,Positive,No,82,58,12,13
M,ind,China,lowerlevel,G-04,D,IT,S,Father,No,Bad,Above-7,M,D,Yes,Auditory,Extrovert,Low,Low,Yes,Some,Negative,PhD,Yes,Active,Insufficient,Negative,No,22,64,4,0
M,saudi,India,lowerlevel,G-06,C,Math,S,Father,Yes,Bad,Under-7,M,C,No,Visual,Extrovert,High,High,Yes,Some,Neutral,HighSchool,No,Moderate,Adequate,Neutral,No,90,93,15,4
F,us,France,preschool,G-04,D,History,S,Father,Yes,Bad,Under-7,L,C,No,Visual,Introvert,Medium,Low,No,Many,Neutral,HighSchool,No,Moderate,Adequate,Positive,Yes,88,4,20,49
M,saudi,China,highlevel,G-07,C,History,S,Father,Yes,Good,Under-7,L,A,Yes,Visual,Extrovert,High,Low,No,Many,Neutral,PhD,Yes,Active,Insufficient,Neutral,No,97,51,9,36
M,us,France,lowerlevel,G-05,A,History,F,Father,Yes,Bad,Above-7,L,E,Yes,Visual,Introvert,High,Medium,Yes,Many,Neutral,Master,No,Moderate,Insufficient,Negative,Yes,28,49,9,8
M,fr,China,middlelevel,G-06,E,Science,S,Mother,No,Good,Above-7,L,D,Yes,Auditory,Introvert,Low,Low,No,Some,Negative,PhD,Yes,Inactive,Adequate,Positive,Yes,50,28,17,5
F,us,India,lowerlevel,G-05,C,Science,S,Father,Yes,Good,Above-7,H,D,No,Visual,Extrovert,High,Low,No,Some,Positive,PhD,No,Active,Adequate,Positive,Yes,74,77,7,30
M,saudi,India,highlevel,G-06,E,IT,S,Guardian,No,Good,Above-7,L,D,No,Visual,Extrovert,Medium,High,Yes,Some,Negative,Bachelor,Yes,Inactive,Adequate,Negative,Yes,78,0,11,26
M,fr,China,lowerlevel,G-05,D,IT,S,Mother,No,Good,Under-7,H,E,Yes,Auditory,Introvert,High,High,No,Many,Positive,Bachelor,Yes,Active,Insufficient,Positive,No,44,99,2,18
M,ind,France,highlevel,G-04,E,English,S,Father,Yes,Bad,Under-7,L,B,Yes,Kinesthetic,Introvert,Low,High,Yes,None,Negative,HighSchool,No,Inactive,Adequate,Neutral,No,7,83,19,6
F,saudi,Saudi Arabia,middlelevel,G-05,C,History,S,Father,Yes,Good,Under-7,H,A,Yes,Visual,Introvert,Low,Medium,Yes,Many,Positive,HighSchool,No,Inactive,Insufficient,Neutral,No,87,84,8,11
F,cn,Saudi Arabia,highlevel,G-05,A,History,S,Guardian,Yes,Good,Above-7,H,C,No,Kinesthetic,Introvert,High,Medium,No,Many,Neutral,Master,No,Active,Insufficient,Negative,Yes,96,84,16,21
M,saudi,USA,lowerlevel,G-07,B,IT,F,Mother,No,Good,Above-7,L,B,No,Kinesthetic,Introvert,Low,Low,No,Many,Negative,Master,No,Active,Insufficient,Negative,Yes,45,60,11,29
M,cn,India,preschool,G-05,E,English,F,Guardian,No,Bad,Under-7,M,A,No,Auditory,Extrovert,Medium,High,No,Many,Positive,HighSchool,No,Moderate,Insufficient,Negative,Yes,97,41,3,30
F,cn,France,highlevel,G-07,D,History,S,Mother,Yes,Good,Under-7,M,B,Yes,Auditory,Extrovert,Low,Low,Yes,Many,Negative,Bachelor,Yes,Inactive,Adequate,Negative,No,5,86,10,46
F,ind,China,middlelevel,G-07,C,Science,S,Mother,Yes,Good,Above-7,L,D,Yes,Kinesthetic,Introvert,Medium,High,Yes,Some,Neutral,Master,Yes,Inactive,Insufficient,Neutral,No,45,9,9,42
M,us,UK,middlelevel,G-04,D,Science,S,Mother,No,Good,Above-7,L,A,Yes,Auditory,Introvert,Medium,Low,Yes,Some,Neutral,HighSchool,No,Moderate,Adequate,Positive,No,44,55,7,25
M,ind,USA,lowerlevel,G-04,D,Math,S,Father,Yes,Good,Under-7,H,E,No,Kinesthetic,Introvert,Medium,Low,Yes,None,Positive,PhD,Yes,Moderate,Adequate,Negative,No,93,88,4,9
F,ind,France,preschool,G-04,B,Math,S,Guardian,No,Bad,Above-7,L,D,No,Auditory,Introvert,High,Medium,No,Many,Neutral,HighSchool,No,Inactive,Insufficient,Neutral,No,47,19,11,44
F,saudi,India,lowerlevel,G-05,E,Science,S,Guardian,No,Bad,Above-7,L,B,Yes,Kinesthetic,Introvert,Low,High,Yes,None,Positive,HighSchool,No,Inactive,Adequate,Neutral,Yes,93,14,9,28
M,ind,India,lowerlevel,G-05,E,Math,F,Father,No,Bad,Under-7,H,C,Yes,Kinesthetic,Introvert,Medium,High,No,None,Positive,Master,Yes,Active,Adequate,Neutral,Yes,82,4,19,18
M,fr,India,preschool,G-05,E,Math,S,Guardian,No,Good,Above-7,L,E,Yes,Auditory,Introvert,Medium,Low,Yes,Some,Positive,Bachelor,No,Active,Insufficient,Neutral,No,94,51,8,2
M,us,India,highlevel,G-05,A,Science,S,Mother,Yes,Good,Above-7,M,C,Yes,Auditory,Extrovert,Low,Low,Yes,Many,Neutral,Bachelor,Yes,Moderate,Insufficient,Neutral,Yes,38,43,17,15
F,us,Saudi Arabia,preschool,G-04,A,IT,S,Father,Yes,Bad,Above-7,L,C,Yes,Auditory,Introvert,Medium,Medium,Yes,Some,Neutral,HighSchool,Yes,Inactive,Adequate,Negative,Yes,58,79,15,44
F,ind,France,middlelevel,G-05,B,History,S,Father,No,Good,Above-7,L,C,Yes,Auditory,Extrovert,Medium,Medium,Yes,Many,Negative,Master,No,Active,Adequate,Neutral,No,84,77,18,0
F,saudi,France,middlelevel,G-04,B,IT,S,Guardian,Yes,Good,Above-7,L,E,No,Kinesthetic,Extrovert,Medium,Medium,No,Many,Neutral,Bachelor,Yes,Inactive,Adequate,Neutral,Yes,25,45,18,35
F,uk,UK,lowerlevel,G-05,B,IT,F,Guardian,Yes,Good,Above-7,L,C,No,Visual,Extrovert,Medium,Medium,Yes,None,Negative,Bachelor,No,Inactive,Insufficient,Neutral,No,96,1,0,18
F,fr,UK,preschool,G-06,E,History,F,Father,Yes,Good,Above-7,L,B,No,Auditory,Introvert,Low,High,Yes,Many,Neutral,PhD,Yes,Active,Insufficient,Negative,No,64,14,11,36
F,us,France,middlelevel,G-04,B,Math,F,Father,No,Bad,Above-7,L,B,Yes,Auditory,Extrovert,Medium,Medium,No,Some,Positive,Master,Yes,Moderate,Adequate,Negative,No,86,76,8,9
F,saudi,France,middlelevel,G-04,A,English,F,Mother,Yes,Good,Above-7,M,E,No,Auditory,Introvert,High,Medium,No,Some,Positive,Bachelor,Yes,Inactive,Adequate,Positive,Yes,40,62,13,13
F,us,France,preschool,G-04,E,Science,F,Mother,Yes,Bad,Under-7,H,E,No,Kinesthetic,Introvert,Medium,Low,Yes,None,Positive,Bachelor,Yes,Moderate,Adequate,Positive,No,86,87,0,41
